CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,Views,postId,userId
3,412,UpVotes,17791,1,2122,5927,11529,4856
0,412,UpVotes,17791,3,2122,5927,11542,4856
1,412,UpVotes,17791,1,2122,5927,12175,4856
0,412,UpVotes,17791,3,2122,5927,12179,4856
9,412,UpVotes,17791,6,2122,5927,12518,4856
0,412,UpVotes,17791,4,2122,5927,12559,4856
6,412,UpVotes,17791,5,2122,5927,12565,4856
8,412,UpVotes,17791,2,2122,5927,12595,4856
0,412,UpVotes,17791,3,2122,5927,12891,4856
4,412,UpVotes,17791,6,2122,5927,13054,4856
4,412,UpVotes,17791,1,2122,5927,13198,4856
8,412,UpVotes,17791,17,2122,5927,13269,4856
4,412,UpVotes,17791,11,2122,5927,13271,4856
0,412,UpVotes,17791,4,2122,5927,13274,4856
1,412,UpVotes,17791,13,2122,5927,13308,4856
2,412,UpVotes,17791,7,2122,5927,13316,4856
1,412,UpVotes,17791,13,2122,5927,13349,4856
4,412,UpVotes,17791,6,2122,5927,13354,4856
5,412,UpVotes,17791,8,2122,5927,13355,4856
3,412,UpVotes,17791,3,2122,5927,13373,4856
0,412,UpVotes,17791,2,2122,5927,13375,4856
5,412,UpVotes,17791,6,2122,5927,13380,4856
4,412,UpVotes,17791,11,2122,5927,13384,4856
1,412,UpVotes,17791,2,2122,5927,13443,4856
0,412,UpVotes,17791,4,2122,5927,13444,4856
1,412,UpVotes,17791,6,2122,5927,13449,4856
1,412,UpVotes,17791,2,2122,5927,13464,4856
8,412,UpVotes,17791,3,2122,5927,13719,4856
7,412,UpVotes,17791,2,2122,5927,13730,4856
0,412,UpVotes,17791,5,2122,5927,14100,4856
8,412,UpVotes,17791,5,2122,5927,14298,4856
4,412,UpVotes,17791,7,2122,5927,14361,4856
0,412,UpVotes,17791,3,2122,5927,14384,4856
1,412,UpVotes,17791,5,2122,5927,14385,4856
4,412,UpVotes,17791,2,2122,5927,14398,4856
1,412,UpVotes,17791,1,2122,5927,14403,4856
0,412,UpVotes,17791,2,2122,5927,14420,4856
7,412,UpVotes,17791,2,2122,5927,14430,4856
14,412,UpVotes,17791,1,2122,5927,14432,4856
6,412,UpVotes,17791,3,2122,5927,14463,4856
0,412,UpVotes,17791,4,2122,5927,14470,4856
4,412,UpVotes,17791,14,2122,5927,14472,4856
2,412,UpVotes,17791,7,2122,5927,14484,4856
2,412,UpVotes,17791,1,2122,5927,14659,4856
13,412,UpVotes,17791,3,2122,5927,14764,4856
2,412,UpVotes,17791,5,2122,5927,14775,4856
2,412,UpVotes,17791,1,2122,5927,14790,4856
1,412,UpVotes,17791,6,2122,5927,14794,4856
0,412,UpVotes,17791,2,2122,5927,14866,4856
12,412,UpVotes,17791,8,2122,5927,14920,4856
5,412,UpVotes,17791,18,2122,5927,15107,4856
7,412,UpVotes,17791,4,2122,5927,15310,4856
0,412,UpVotes,17791,3,2122,5927,15378,4856
2,412,UpVotes,17791,5,2122,5927,15388,4856
7,412,UpVotes,17791,2,2122,5927,15396,4856
0,412,UpVotes,17791,18,2122,5927,15507,4856
1,412,UpVotes,17791,4,2122,5927,15708,4856
0,412,UpVotes,17791,2,2122,5927,15865,4856
1,412,UpVotes,17791,9,2122,5927,15986,4856
2,412,UpVotes,17791,2,2122,5927,16379,4856
2,412,UpVotes,17791,26,2122,5927,16415,4856
3,412,UpVotes,17791,6,2122,5927,16471,4856
0,412,UpVotes,17791,2,2122,5927,17977,4856
0,412,UpVotes,17791,9,2122,5927,19738,4856
3,412,UpVotes,17791,12,2122,5927,19780,4856
2,412,UpVotes,17791,8,2122,5927,20610,4856
0,412,UpVotes,17791,2,2122,5927,20631,4856
8,412,UpVotes,17791,2,2122,5927,20650,4856
4,412,UpVotes,17791,4,2122,5927,21088,4856
0,412,UpVotes,17791,7,2122,5927,21208,4856
0,412,UpVotes,17791,3,2122,5927,21246,4856
3,412,UpVotes,17791,2,2122,5927,21273,4856
5,412,UpVotes,17791,3,2122,5927,21288,4856
0,412,UpVotes,17791,13,2122,5927,21348,4856
8,412,UpVotes,17791,5,2122,5927,21584,4856
0,412,UpVotes,17791,3,2122,5927,21991,4856
0,412,UpVotes,17791,5,2122,5927,21998,4856
1,412,UpVotes,17791,6,2122,5927,22001,4856
8,412,UpVotes,17791,10,2122,5927,22327,4856
1,412,UpVotes,17791,4,2122,5927,22495,4856
3,412,UpVotes,17791,20,2122,5927,22591,4856
2,412,UpVotes,17791,1,2122,5927,22616,4856
6,412,UpVotes,17791,4,2122,5927,22713,4856
0,412,UpVotes,17791,10,2122,5927,22814,4856
2,412,UpVotes,17791,3,2122,5927,22819,4856
4,412,UpVotes,17791,8,2122,5927,23206,4856
0,412,UpVotes,17791,1,2122,5927,23274,4856
5,412,UpVotes,17791,2,2122,5927,23799,4856
1,412,UpVotes,17791,2,2122,5927,24030,4856
0,412,UpVotes,17791,11,2122,5927,24299,4856
12,412,UpVotes,17791,16,2122,5927,24324,4856
0,412,UpVotes,17791,5,2122,5927,24728,4856
1,412,UpVotes,17791,2,2122,5927,24826,4856
5,412,UpVotes,17791,19,2122,5927,25107,4856
0,412,UpVotes,17791,1,2122,5927,25186,4856
7,412,UpVotes,17791,30,2122,5927,25398,4856
5,412,UpVotes,17791,3,2122,5927,25595,4856
2,412,UpVotes,17791,2,2122,5927,25792,4856
4,412,UpVotes,17791,8,2122,5927,26149,4856
1,412,UpVotes,17791,1,2122,5927,26391,4856
4,412,UpVotes,17791,2,2122,5927,26643,4856
9,412,UpVotes,17791,3,2122,5927,26861,4856
1,412,UpVotes,17791,7,2122,5927,26887,4856
2,412,UpVotes,17791,12,2122,5927,27075,4856
5,412,UpVotes,17791,6,2122,5927,27268,4856
2,412,UpVotes,17791,7,2122,5927,27320,4856
3,412,UpVotes,17791,4,2122,5927,27342,4856
10,412,UpVotes,17791,3,2122,5927,27403,4856
7,412,UpVotes,17791,13,2122,5927,27427,4856
3,412,UpVotes,17791,12,2122,5927,27437,4856
7,412,UpVotes,17791,10,2122,5927,27551,4856
0,412,UpVotes,17791,2,2122,5927,27557,4856
0,412,UpVotes,17791,2,2122,5927,27631,4856
2,412,UpVotes,17791,23,2122,5927,27726,4856
1,412,UpVotes,17791,21,2122,5927,27811,4856
0,412,UpVotes,17791,3,2122,5927,27818,4856
8,412,UpVotes,17791,8,2122,5927,27870,4856
8,412,UpVotes,17791,18,2122,5927,27984,4856
2,412,UpVotes,17791,5,2122,5927,28033,4856
5,412,UpVotes,17791,8,2122,5927,28066,4856
1,412,UpVotes,17791,11,2122,5927,28100,4856
0,412,UpVotes,17791,5,2122,5927,28192,4856
0,412,UpVotes,17791,0,2122,5927,28193,4856
0,412,UpVotes,17791,0,2122,5927,28194,4856
0,412,UpVotes,17791,0,2122,5927,28210,4856
0,412,UpVotes,17791,0,2122,5927,28211,4856
0,412,UpVotes,17791,0,2122,5927,28212,4856
0,412,UpVotes,17791,0,2122,5927,28216,4856
0,412,UpVotes,17791,0,2122,5927,28218,4856
0,412,UpVotes,17791,0,2122,5927,28220,4856
0,412,UpVotes,17791,0,2122,5927,28224,4856
0,412,UpVotes,17791,0,2122,5927,28226,4856
4,412,UpVotes,17791,6,2122,5927,28237,4856
0,412,UpVotes,17791,0,2122,5927,28239,4856
0,412,UpVotes,17791,0,2122,5927,28241,4856
0,412,UpVotes,17791,0,2122,5927,28259,4856
0,412,UpVotes,17791,0,2122,5927,28261,4856
0,412,UpVotes,17791,0,2122,5927,28266,4856
0,412,UpVotes,17791,0,2122,5927,28268,4856
0,412,UpVotes,17791,0,2122,5927,28270,4856
0,412,UpVotes,17791,0,2122,5927,28273,4856
0,412,UpVotes,17791,0,2122,5927,28276,4856
0,412,UpVotes,17791,0,2122,5927,28278,4856
0,412,UpVotes,17791,0,2122,5927,28280,4856
0,412,UpVotes,17791,0,2122,5927,28282,4856
0,412,UpVotes,17791,0,2122,5927,28297,4856
0,412,UpVotes,17791,0,2122,5927,28303,4856
0,412,UpVotes,17791,0,2122,5927,28305,4856
0,412,UpVotes,17791,0,2122,5927,28325,4856
0,412,UpVotes,17791,0,2122,5927,28327,4856
0,412,UpVotes,17791,0,2122,5927,28329,4856
0,412,UpVotes,17791,0,2122,5927,28332,4856
0,412,UpVotes,17791,0,2122,5927,28334,4856
0,412,UpVotes,17791,0,2122,5927,28336,4856
0,412,UpVotes,17791,0,2122,5927,28411,4856
0,412,UpVotes,17791,0,2122,5927,28453,4856
0,412,UpVotes,17791,0,2122,5927,28535,4856
1,412,UpVotes,17791,25,2122,5927,28567,4856
0,412,UpVotes,17791,0,2122,5927,28667,4856
0,412,UpVotes,17791,0,2122,5927,28792,4856
0,412,UpVotes,17791,0,2122,5927,28794,4856
7,412,UpVotes,17791,6,2122,5927,28797,4856
0,412,UpVotes,17791,0,2122,5927,28900,4856
0,412,UpVotes,17791,0,2122,5927,28902,4856
0,412,UpVotes,17791,0,2122,5927,28927,4856
0,412,UpVotes,17791,0,2122,5927,28929,4856
0,412,UpVotes,17791,0,2122,5927,28977,4856
0,412,UpVotes,17791,0,2122,5927,28979,4856
0,412,UpVotes,17791,0,2122,5927,29147,4856
0,412,UpVotes,17791,0,2122,5927,29148,4856
1,412,UpVotes,17791,2,2122,5927,29214,4856
0,412,UpVotes,17791,2,2122,5927,29225,4856
0,412,UpVotes,17791,2,2122,5927,29315,4856
7,412,UpVotes,17791,7,2122,5927,29318,4856
6,412,UpVotes,17791,2,2122,5927,29337,4856
2,412,UpVotes,17791,7,2122,5927,29412,4856
0,412,UpVotes,17791,12,2122,5927,29482,4856
12,412,UpVotes,17791,12,2122,5927,29566,4856
9,412,UpVotes,17791,11,2122,5927,29644,4856
0,412,UpVotes,17791,3,2122,5927,29701,4856
1,412,UpVotes,17791,33,2122,5927,29715,4856
7,412,UpVotes,17791,18,2122,5927,29748,4856
10,412,UpVotes,17791,42,2122,5927,29783,4856
6,412,UpVotes,17791,12,2122,5927,29991,4856
19,412,UpVotes,17791,14,2122,5927,30153,4856
5,412,UpVotes,17791,13,2122,5927,30158,4856
35,412,UpVotes,17791,12,2122,5927,30160,4856
0,412,UpVotes,17791,0,2122,5927,30240,4856
0,412,UpVotes,17791,0,2122,5927,30241,4856
4,412,UpVotes,17791,7,2122,5927,30292,4856
10,412,UpVotes,17791,9,2122,5927,30311,4856
6,412,UpVotes,17791,21,2122,5927,30367,4856
0,412,UpVotes,17791,7,2122,5927,30384,4856
1,412,UpVotes,17791,18,2122,5927,30389,4856
0,412,UpVotes,17791,11,2122,5927,30450,4856
0,412,UpVotes,17791,0,2122,5927,30454,4856
0,412,UpVotes,17791,4,2122,5927,30470,4856
4,412,UpVotes,17791,7,2122,5927,30544,4856
10,412,UpVotes,17791,18,2122,5927,30600,4856
0,412,UpVotes,17791,13,2122,5927,30611,4856
9,412,UpVotes,17791,5,2122,5927,30746,4856
0,412,UpVotes,17791,2,2122,5927,30787,4856
2,412,UpVotes,17791,14,2122,5927,30944,4856
2,412,UpVotes,17791,5,2122,5927,30949,4856
0,412,UpVotes,17791,5,2122,5927,30973,4856
0,412,UpVotes,17791,1,2122,5927,30974,4856
9,412,UpVotes,17791,16,2122,5927,31017,4856
5,412,UpVotes,17791,27,2122,5927,31047,4856
1,412,UpVotes,17791,2,2122,5927,31128,4856
4,412,UpVotes,17791,19,2122,5927,31181,4856
12,412,UpVotes,17791,16,2122,5927,31241,4856
9,412,UpVotes,17791,4,2122,5927,31365,4856
12,412,UpVotes,17791,3,2122,5927,31382,4856
0,412,UpVotes,17791,8,2122,5927,31520,4856
3,412,UpVotes,17791,12,2122,5927,31573,4856
8,412,UpVotes,17791,5,2122,5927,31578,4856
8,412,UpVotes,17791,28,2122,5927,31634,4856
10,412,UpVotes,17791,9,2122,5927,31694,4856
19,412,UpVotes,17791,15,2122,5927,31825,4856
0,412,UpVotes,17791,10,2122,5927,31960,4856
4,412,UpVotes,17791,5,2122,5927,31971,4856
3,412,UpVotes,17791,7,2122,5927,32016,4856
2,412,UpVotes,17791,12,2122,5927,32030,4856
4,412,UpVotes,17791,4,2122,5927,32077,4856
3,412,UpVotes,17791,14,2122,5927,32171,4856
2,412,UpVotes,17791,13,2122,5927,32184,4856
0,412,UpVotes,17791,13,2122,5927,32353,4856
1,412,UpVotes,17791,20,2122,5927,32466,4856
19,412,UpVotes,17791,6,2122,5927,32473,4856
4,412,UpVotes,17791,3,2122,5927,32499,4856
8,412,UpVotes,17791,9,2122,5927,32549,4856
7,412,UpVotes,17791,7,2122,5927,32588,4856
7,412,UpVotes,17791,10,2122,5927,32652,4856
6,412,UpVotes,17791,3,2122,5927,32658,4856
1,412,UpVotes,17791,12,2122,5927,32785,4856
0,412,UpVotes,17791,0,2122,5927,32804,4856
2,412,UpVotes,17791,7,2122,5927,32907,4856
4,412,UpVotes,17791,5,2122,5927,33007,4856
3,412,UpVotes,17791,13,2122,5927,33016,4856
4,412,UpVotes,17791,7,2122,5927,33087,4856
6,412,UpVotes,17791,6,2122,5927,33116,4856
0,412,UpVotes,17791,0,2122,5927,33483,4856
1,412,UpVotes,17791,14,2122,5927,34317,4856
4,412,UpVotes,17791,14,2122,5927,34348,4856
1,412,UpVotes,17791,10,2122,5927,34359,4856
0,412,UpVotes,17791,7,2122,5927,34710,4856
5,412,UpVotes,17791,11,2122,5927,34783,4856
1,412,UpVotes,17791,15,2122,5927,35020,4856
10,412,UpVotes,17791,4,2122,5927,35130,4856
7,412,UpVotes,17791,9,2122,5927,35922,4856
3,412,UpVotes,17791,19,2122,5927,38390,4856
0,412,UpVotes,17791,5,2122,5927,38525,4856
2,412,UpVotes,17791,7,2122,5927,38722,4856
16,412,UpVotes,17791,3,2122,5927,47691,4856
2,412,UpVotes,17791,5,2122,5927,47695,4856
11,412,UpVotes,17791,7,2122,5927,47864,4856
2,412,UpVotes,17791,1,2122,5927,48704,4856
1,412,UpVotes,17791,3,2122,5927,50643,4856
8,412,UpVotes,17791,4,2122,5927,51950,4856
5,412,UpVotes,17791,6,2122,5927,52597,4856
2,412,UpVotes,17791,8,2122,5927,63952,4856
4,412,UpVotes,17791,7,2122,5927,64412,4856
3,412,UpVotes,17791,7,2122,5927,68188,4856
0,14,UpVotes,2091,12,2923,233,15954,5594
8,14,UpVotes,2091,1,2923,233,17092,5594
3,14,UpVotes,2091,2,2923,233,17097,5594
3,14,UpVotes,2091,2,2923,233,17210,5594
0,14,UpVotes,2091,14,2923,233,17253,5594
3,14,UpVotes,2091,2,2923,233,17299,5594
5,14,UpVotes,2091,23,2923,233,17403,5594
1,14,UpVotes,2091,3,2923,233,17414,5594
6,14,UpVotes,2091,31,2923,233,17545,5594
11,14,UpVotes,2091,31,2923,233,17606,5594
13,14,UpVotes,2091,7,2923,233,17707,5594
1,14,UpVotes,2091,3,2923,233,17715,5594
1,14,UpVotes,2091,3,2923,233,18003,5594
0,14,UpVotes,2091,1,2923,233,18041,5594
9,14,UpVotes,2091,7,2923,233,18756,5594
7,14,UpVotes,2091,5,2923,233,19121,5594
2,14,UpVotes,2091,9,2923,233,19148,5594
2,14,UpVotes,2091,3,2923,233,19168,5594
2,14,UpVotes,2091,3,2923,233,19656,5594
0,14,UpVotes,2091,0,2923,233,21126,5594
0,14,UpVotes,2091,4,2923,233,21128,5594
1,14,UpVotes,2091,16,2923,233,21351,5594
1,14,UpVotes,2091,15,2923,233,22712,5594
0,40,UpVotes,5837,4,3481,638,14919,6029
0,40,UpVotes,5837,1,3481,638,17259,6029
2,40,UpVotes,5837,3,3481,638,23930,6029
2,40,UpVotes,5837,2,3481,638,23953,6029
0,40,UpVotes,5837,4,3481,638,24319,6029
7,40,UpVotes,5837,3,3481,638,24430,6029
0,40,UpVotes,5837,1,3481,638,24686,6029
3,40,UpVotes,5837,17,3481,638,24841,6029
1,40,UpVotes,5837,6,3481,638,25152,6029
0,40,UpVotes,5837,1,3481,638,26753,6029
0,40,UpVotes,5837,1,3481,638,43657,6029
1,40,UpVotes,5837,3,3481,638,43778,6029
3,40,UpVotes,5837,1,3481,638,44580,6029
4,40,UpVotes,5837,2,3481,638,45275,6029
2,40,UpVotes,5837,3,3481,638,45279,6029
0,40,UpVotes,5837,1,3481,638,45281,6029
2,40,UpVotes,5837,11,3481,638,45827,6029
4,40,UpVotes,5837,2,3481,638,47439,6029
0,40,UpVotes,5837,2,3481,638,47941,6029
0,40,UpVotes,5837,1,3481,638,56293,6029
3,40,UpVotes,5837,9,3481,638,56445,6029
1,40,UpVotes,5837,2,3481,638,56454,6029
1,40,UpVotes,5837,1,3481,638,56955,6029
1,40,UpVotes,5837,1,3481,638,57247,6029
3,40,UpVotes,5837,2,3481,638,57561,6029
0,40,UpVotes,5837,3,3481,638,57833,6029
1,40,UpVotes,5837,1,3481,638,57846,6029
0,40,UpVotes,5837,1,3481,638,57896,6029
0,40,UpVotes,5837,3,3481,638,57992,6029
4,40,UpVotes,5837,2,3481,638,58005,6029
1,40,UpVotes,5837,2,3481,638,58091,6029
1,40,UpVotes,5837,1,3481,638,58267,6029
1,40,UpVotes,5837,2,3481,638,58337,6029
0,40,UpVotes,5837,4,3481,638,58388,6029
0,40,UpVotes,5837,5,3481,638,58453,6029
0,40,UpVotes,5837,1,3481,638,58634,6029
2,40,UpVotes,5837,1,3481,638,58834,6029
3,40,UpVotes,5837,3,3481,638,58836,6029
0,40,UpVotes,5837,2,3481,638,58976,6029
2,40,UpVotes,5837,3,3481,638,59186,6029
0,40,UpVotes,5837,4,3481,638,59804,6029
0,40,UpVotes,5837,2,3481,638,60044,6029
2,40,UpVotes,5837,2,3481,638,60236,6029
1,40,UpVotes,5837,0,3481,638,60320,6029
3,40,UpVotes,5837,2,3481,638,60338,6029
1,40,UpVotes,5837,4,3481,638,60406,6029
0,40,UpVotes,5837,5,3481,638,60437,6029
0,40,UpVotes,5837,0,3481,638,60518,6029
9,40,UpVotes,5837,11,3481,638,61027,6029
1,40,UpVotes,5837,1,3481,638,61095,6029
3,40,UpVotes,5837,4,3481,638,61278,6029
0,40,UpVotes,5837,1,3481,638,61339,6029
0,40,UpVotes,5837,3,3481,638,61340,6029
1,40,UpVotes,5837,1,3481,638,61646,6029
1,40,UpVotes,5837,1,3481,638,61685,6029
5,40,UpVotes,5837,1,3481,638,61736,6029
0,40,UpVotes,5837,1,3481,638,61748,6029
4,40,UpVotes,5837,2,3481,638,61813,6029
3,40,UpVotes,5837,1,3481,638,61816,6029
2,40,UpVotes,5837,14,3481,638,61838,6029
3,40,UpVotes,5837,3,3481,638,61846,6029
1,40,UpVotes,5837,1,3481,638,61862,6029
6,40,UpVotes,5837,1,3481,638,61904,6029
6,40,UpVotes,5837,3,3481,638,61909,6029
0,40,UpVotes,5837,1,3481,638,61942,6029
0,40,UpVotes,5837,2,3481,638,61953,6029
1,40,UpVotes,5837,5,3481,638,61969,6029
0,40,UpVotes,5837,2,3481,638,62072,6029
1,40,UpVotes,5837,2,3481,638,62103,6029
2,40,UpVotes,5837,1,3481,638,62218,6029
0,40,UpVotes,5837,1,3481,638,62446,6029
0,40,UpVotes,5837,2,3481,638,62456,6029
4,40,UpVotes,5837,4,3481,638,62474,6029
2,40,UpVotes,5837,5,3481,638,62614,6029
1,40,UpVotes,5837,12,3481,638,62626,6029
0,40,UpVotes,5837,1,3481,638,62652,6029
0,40,UpVotes,5837,0,3481,638,62662,6029
3,40,UpVotes,5837,3,3481,638,62702,6029
1,40,UpVotes,5837,1,3481,638,62703,6029
6,40,UpVotes,5837,0,3481,638,62710,6029
0,40,UpVotes,5837,3,3481,638,62713,6029
4,40,UpVotes,5837,3,3481,638,62779,6029
0,40,UpVotes,5837,6,3481,638,62874,6029
6,40,UpVotes,5837,8,3481,638,62952,6029
2,40,UpVotes,5837,9,3481,638,62970,6029
2,40,UpVotes,5837,2,3481,638,63060,6029
0,40,UpVotes,5837,1,3481,638,63119,6029
1,40,UpVotes,5837,2,3481,638,63123,6029
1,40,UpVotes,5837,1,3481,638,63139,6029
2,40,UpVotes,5837,4,3481,638,63151,6029
2,40,UpVotes,5837,2,3481,638,63328,6029
4,40,UpVotes,5837,4,3481,638,63401,6029
2,40,UpVotes,5837,2,3481,638,63428,6029
1,40,UpVotes,5837,2,3481,638,63432,6029
4,40,UpVotes,5837,2,3481,638,63437,6029
0,40,UpVotes,5837,5,3481,638,63478,6029
2,40,UpVotes,5837,5,3481,638,63560,6029
1,40,UpVotes,5837,2,3481,638,63574,6029
4,40,UpVotes,5837,2,3481,638,63608,6029
11,40,UpVotes,5837,1,3481,638,63612,6029
7,40,UpVotes,5837,2,3481,638,63633,6029
2,40,UpVotes,5837,1,3481,638,63638,6029
5,40,UpVotes,5837,5,3481,638,63668,6029
0,40,UpVotes,5837,1,3481,638,63914,6029
12,40,UpVotes,5837,5,3481,638,64013,6029
11,40,UpVotes,5837,1,3481,638,64086,6029
2,40,UpVotes,5837,2,3481,638,64090,6029
5,40,UpVotes,5837,3,3481,638,64115,6029
2,40,UpVotes,5837,3,3481,638,64393,6029
3,40,UpVotes,5837,6,3481,638,64447,6029
8,40,UpVotes,5837,2,3481,638,64462,6029
0,40,UpVotes,5837,1,3481,638,64465,6029
0,40,UpVotes,5837,6,3481,638,64486,6029
0,40,UpVotes,5837,0,3481,638,64559,6029
3,40,UpVotes,5837,1,3481,638,64619,6029
2,40,UpVotes,5837,6,3481,638,64682,6029
1,40,UpVotes,5837,4,3481,638,64706,6029
3,40,UpVotes,5837,5,3481,638,64760,6029
1,40,UpVotes,5837,2,3481,638,64772,6029
0,40,UpVotes,5837,1,3481,638,64872,6029
0,40,UpVotes,5837,2,3481,638,64937,6029
4,40,UpVotes,5837,1,3481,638,64940,6029
2,40,UpVotes,5837,3,3481,638,64956,6029
3,40,UpVotes,5837,2,3481,638,65031,6029
0,40,UpVotes,5837,4,3481,638,65087,6029
15,40,UpVotes,5837,1,3481,638,65102,6029
2,40,UpVotes,5837,5,3481,638,65394,6029
11,40,UpVotes,5837,2,3481,638,65429,6029
0,40,UpVotes,5837,2,3481,638,65436,6029
4,40,UpVotes,5837,1,3481,638,65540,6029
3,40,UpVotes,5837,5,3481,638,65596,6029
0,40,UpVotes,5837,3,3481,638,65749,6029
5,40,UpVotes,5837,19,3481,638,65881,6029
1,40,UpVotes,5837,7,3481,638,65920,6029
0,40,UpVotes,5837,2,3481,638,65926,6029
0,40,UpVotes,5837,1,3481,638,65931,6029
0,40,UpVotes,5837,8,3481,638,65945,6029
1,40,UpVotes,5837,2,3481,638,65996,6029
0,40,UpVotes,5837,1,3481,638,66096,6029
3,40,UpVotes,5837,5,3481,638,66101,6029
1,40,UpVotes,5837,2,3481,638,66221,6029
0,40,UpVotes,5837,1,3481,638,66340,6029
6,40,UpVotes,5837,4,3481,638,66351,6029
0,40,UpVotes,5837,5,3481,638,66453,6029
1,40,UpVotes,5837,2,3481,638,66485,6029
0,40,UpVotes,5837,2,3481,638,66628,6029
4,40,UpVotes,5837,2,3481,638,66629,6029
0,40,UpVotes,5837,1,3481,638,66729,6029
2,40,UpVotes,5837,7,3481,638,66779,6029
0,40,UpVotes,5837,4,3481,638,66821,6029
0,40,UpVotes,5837,0,3481,638,69026,6029
0,40,UpVotes,5837,1,3481,638,69366,6029
0,40,UpVotes,5837,2,3481,638,69837,6029
5,40,UpVotes,5837,9,3481,638,70299,6029
3,40,UpVotes,5837,3,3481,638,107771,6029
0,125,UpVotes,37083,0,8641,5554,14114,7290
4,125,UpVotes,37083,4,8641,5554,18119,7290
0,125,UpVotes,37083,4,8641,5554,18169,7290
0,125,UpVotes,37083,2,8641,5554,18171,7290
0,125,UpVotes,37083,3,8641,5554,18172,7290
0,125,UpVotes,37083,1,8641,5554,18204,7290
3,125,UpVotes,37083,19,8641,5554,18213,7290
0,125,UpVotes,37083,3,8641,5554,18255,7290
1,125,UpVotes,37083,1,8641,5554,18269,7290
4,125,UpVotes,37083,1,8641,5554,18306,7290
7,125,UpVotes,37083,2,8641,5554,18324,7290
1,125,UpVotes,37083,10,8641,5554,18334,7290
6,125,UpVotes,37083,1,8641,5554,18370,7290
0,125,UpVotes,37083,2,8641,5554,18498,7290
4,125,UpVotes,37083,9,8641,5554,18641,7290
0,125,UpVotes,37083,1,8641,5554,18645,7290
4,125,UpVotes,37083,2,8641,5554,18667,7290
0,125,UpVotes,37083,2,8641,5554,18685,7290
0,125,UpVotes,37083,3,8641,5554,18697,7290
6,125,UpVotes,37083,15,8641,5554,18726,7290
3,125,UpVotes,37083,6,8641,5554,18850,7290
0,125,UpVotes,37083,3,8641,5554,18965,7290
5,125,UpVotes,37083,5,8641,5554,18974,7290
0,125,UpVotes,37083,1,8641,5554,19095,7290
1,125,UpVotes,37083,1,8641,5554,19178,7290
0,125,UpVotes,37083,2,8641,5554,19197,7290
0,125,UpVotes,37083,1,8641,5554,19587,7290
1,125,UpVotes,37083,5,8641,5554,19589,7290
1,125,UpVotes,37083,10,8641,5554,19630,7290
0,125,UpVotes,37083,4,8641,5554,19691,7290
0,125,UpVotes,37083,6,8641,5554,19892,7290
0,125,UpVotes,37083,1,8641,5554,19899,7290
2,125,UpVotes,37083,3,8641,5554,20004,7290
10,125,UpVotes,37083,10,8641,5554,20007,7290
0,125,UpVotes,37083,4,8641,5554,20182,7290
7,125,UpVotes,37083,4,8641,5554,20197,7290
4,125,UpVotes,37083,24,8641,5554,20303,7290
0,125,UpVotes,37083,10,8641,5554,20453,7290
10,125,UpVotes,37083,16,8641,5554,20455,7290
0,125,UpVotes,37083,0,8641,5554,20492,7290
0,125,UpVotes,37083,0,8641,5554,20493,7290
1,125,UpVotes,37083,1,8641,5554,20498,7290
1,125,UpVotes,37083,4,8641,5554,20505,7290
0,125,UpVotes,37083,10,8641,5554,20516,7290
3,125,UpVotes,37083,3,8641,5554,20702,7290
0,125,UpVotes,37083,1,8641,5554,20724,7290
6,125,UpVotes,37083,3,8641,5554,20737,7290
0,125,UpVotes,37083,7,8641,5554,20832,7290
15,125,UpVotes,37083,98,8641,5554,20856,7290
0,125,UpVotes,37083,3,8641,5554,20898,7290
0,125,UpVotes,37083,0,8641,5554,20960,7290
1,125,UpVotes,37083,12,8641,5554,21027,7290
1,125,UpVotes,37083,1,8641,5554,21028,7290
0,125,UpVotes,37083,5,8641,5554,21210,7290
1,125,UpVotes,37083,9,8641,5554,21292,7290
3,125,UpVotes,37083,10,8641,5554,21357,7290
0,125,UpVotes,37083,3,8641,5554,21412,7290
0,125,UpVotes,37083,3,8641,5554,21438,7290
2,125,UpVotes,37083,2,8641,5554,21646,7290
0,125,UpVotes,37083,7,8641,5554,21666,7290
1,125,UpVotes,37083,31,8641,5554,21669,7290
8,125,UpVotes,37083,2,8641,5554,21824,7290
2,125,UpVotes,37083,12,8641,5554,21840,7290
0,125,UpVotes,37083,2,8641,5554,21852,7290
6,125,UpVotes,37083,13,8641,5554,21901,7290
1,125,UpVotes,37083,4,8641,5554,21961,7290
5,125,UpVotes,37083,4,8641,5554,22043,7290
10,125,UpVotes,37083,4,8641,5554,22140,7290
3,125,UpVotes,37083,3,8641,5554,22253,7290
2,125,UpVotes,37083,4,8641,5554,22256,7290
4,125,UpVotes,37083,6,8641,5554,22286,7290
9,125,UpVotes,37083,2,8641,5554,22316,7290
17,125,UpVotes,37083,22,8641,5554,22350,7290
1,125,UpVotes,37083,10,8641,5554,22361,7290
5,125,UpVotes,37083,7,8641,5554,22375,7290
0,125,UpVotes,37083,6,8641,5554,22432,7290
5,125,UpVotes,37083,9,8641,5554,22570,7290
0,125,UpVotes,37083,3,8641,5554,22573,7290
6,125,UpVotes,37083,50,8641,5554,22721,7290
0,125,UpVotes,37083,3,8641,5554,22744,7290
0,125,UpVotes,37083,3,8641,5554,22771,7290
1,125,UpVotes,37083,1,8641,5554,22803,7290
